DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210510973,07/02/2021 12:00:00 AM,07/01/2021 12:00:00 AM,1430,5,Harbor,505,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,20300 S  VERMONT                      AV,,33.8468,-118.2904
221208518,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,1100,12,77th Street,1241,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0360 0913 0329,58,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,6100    8TH                          AV,,33.9821,-118.3318
221321129,11/18/2022 12:00:00 AM,11/17/2022 12:00:00 AM,830,13,Newton,1323,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,23,M,H,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,331.0,,,,900 E  23RD                         ST,,34.0232,-118.2578
220210425,05/07/2022 12:00:00 AM,05/05/2022 12:00:00 AM,800,2,Rampart,245,2,354,THEFT OF IDENTITY,1822 0100,34,F,B,504.0,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,2400 W  6TH                          ST,,34.0612,-118.2785
230704719,01/16/2023 12:00:00 AM,01/16/2023 12:00:00 AM,1931,7,Wilshire,721,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 1822,0,X,X,416.0,THE BEVERLY CENTER,,,IC,Invest Cont,440.0,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
230711513,07/01/2023 12:00:00 AM,07/01/2023 12:00:00 AM,1737,7,Wilshire,721,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0202 1822,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,300    LA CIENEGA                   BL,,34.0735,-118.3828
210117592,09/27/2021 12:00:00 AM,09/27/2021 12:00:00 AM,30,1,Central,139,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0910 1822 0311 0329,0,X,X,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,745.0,,,,300 S  SANTA FE                     AV,,34.042,-118.2326
221807395,03/10/2022 12:00:00 AM,03/10/2022 12:00:00 AM,1600,18,Southeast,1836,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0913 1100 0450 0302 0400 0421 1300 1259 0855,15,M,B,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,106.0,UNKNOWN FIREARM,AA,Adult Arrest,230.0,,,,1400 E  103RD                        ST,,33.9423,-118.2484
200205105,01/23/2020 12:00:00 AM,01/08/2020 12:00:00 AM,900,2,Rampart,216,2,354,THEFT OF IDENTITY,1822 0930 0928 0100,23,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,400 N  CORONADO                     ST,,34.0732,-118.2728
202010972,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,320,20,Olympic,2055,1,330,BURGLARY FROM VEHICLE,1402 1609 0321 0344 1822,19,M,H,101.0,STREET,,,IC,Invest Cont,330.0,998.0,,,1200 S  NORMANDIE                    AV,,34.0491,-118.3
222000001,02/27/2022 12:00:00 AM,02/27/2022 12:00:00 AM,150,20,Olympic,2029,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3200 W  4TH                          ST,,34.0669,-118.2892
221716754,11/27/2022 12:00:00 AM,11/26/2022 12:00:00 AM,1,17,Devonshire,1785,1,330,BURGLARY FROM VEHICLE,0344 1608 1609 1822,28,M,B,504.0,OTHER RESIDENCE,,,IC,Invest Cont,330.0,,,,8800    ETIWANDA                     AV,,34.2308,-118.5324
230218165,09/27/2023 12:00:00 AM,09/27/2023 12:00:00 AM,1210,2,Rampart,203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0432 0449 0416 0446 0913 1817,25,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,700 N  MADISON                      AV,,34.0836,-118.2892
220613015,07/11/2022 12:00:00 AM,07/10/2022 12:00:00 AM,2340,6,Hollywood,669,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 N  HOBART                       BL,,34.0933,-118.3046
202107032,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1900,21,Topanga,2105,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ROSCOE,CANOGA,34.2198,-118.5975
222108205,04/20/2022 12:00:00 AM,04/20/2022 12:00:00 AM,545,21,Topanga,2157,1,480,BIKE - STOLEN,0344 1606,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,21000    VANOWEN                      ST,,34.1938,-118.5906
221415363,08/16/2022 12:00:00 AM,08/15/2022 12:00:00 AM,1329,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,53,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,6800    LA TIJERA                    BL,,33.9773,-118.3718
222007529,03/23/2022 12:00:00 AM,03/23/2022 12:00:00 AM,1430,20,Olympic,2027,2,625,OTHER ASSAULT,0356 1271 1822,37,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,6TH,ALEXANDRIA,34.0636,-118.2979
230120824,09/29/2023 12:00:00 AM,08/29/2023 12:00:00 AM,1200,1,Central,111,2,354,THEFT OF IDENTITY,0930 1822,0,X,X,754.0,MUSEUM,,,IC,Invest Cont,354.0,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412
221107167,03/26/2022 12:00:00 AM,03/23/2022 12:00:00 AM,2300,11,Northeast,1143,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,27,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,3300    ROWENA                       AV,,34.111,-118.2769
201916577,11/05/2020 12:00:00 AM,11/04/2020 12:00:00 AM,530,19,Mission,1917,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,13100    BROMONT                      AV,,34.3088,-118.4353
232017361,10/31/2023 12:00:00 AM,10/25/2023 12:00:00 AM,1130,20,Olympic,2022,1,310,BURGLARY,1822 0344 0321,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,300 S  MANHATTAN                    PL,,34.069,-118.3104
221012994,08/20/2022 12:00:00 AM,08/20/2022 12:00:00 AM,20,10,West Valley,1008,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,59,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,SATICOY                      ST,HAYVENHURST                  AV,34.2084,-118.4944
230910005,05/30/2023 12:00:00 AM,05/30/2023 12:00:00 AM,900,9,Van Nuys,931,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,34,M,B,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,440.0,,,,6100 N  SEPULVEDA                    BL,,34.1841,-118.4693
221317769,09/14/2022 12:00:00 AM,09/13/2022 12:00:00 AM,1930,13,Newton,1351,1,330,BURGLARY FROM VEHICLE,0344 1607,26,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,S  BROADWAY,W  43RD                         PL,34.0047,-118.2784
200513560,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,950,5,Harbor,528,2,624,BATTERY - SIMPLE ASSAULT,0559 0400 0602 0913,26,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,900 E  M                            ST,,33.7892,-118.2509
240406522,03/22/2024 12:00:00 AM,03/21/2024 12:00:00 AM,1900,4,Hollenbeck,455,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 N  BREED                        ST,,34.0522,-118.206
201108636,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1300,11,Northeast,1151,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,53,F,B,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,1500 N  EDGEMONT                     ST,,34.0982,-118.2961
211508408,04/23/2021 12:00:00 AM,04/23/2021 12:00:00 AM,100,15,N Hollywood,1549,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10300    MAGNOLIA                     BL,,34.1651,-118.3553
231612611,09/30/2023 12:00:00 AM,09/27/2023 12:00:00 AM,2158,16,Foothill,1657,2,940,EXTORTION,1915 1913,32,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,940.0,,,,10100    PINEWOOD                     AV,,34.253,-118.2907
221612890,09/30/2022 12:00:00 AM,09/29/2022 12:00:00 AM,1800,16,Foothill,1676,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,8500    GLENOAKS                     BL,,34.225,-118.3618
231107788,04/10/2023 12:00:00 AM,04/09/2023 12:00:00 AM,2130,11,Northeast,1144,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,51,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,2400    IVANHOE                      DR,,34.1017,-118.2609
231500777,06/02/2023 12:00:00 AM,06/02/2023 12:00:00 AM,1530,15,N Hollywood,1543,1,210,ROBBERY,0945 1402 0344 0416 1236 1822 1300 0400 0446 0325,0,M,O,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,,,12400    MAGNOLIA                     BL,,34.1685,-118.4008
232010470,05/20/2023 12:00:00 AM,05/19/2023 12:00:00 AM,1300,20,Olympic,2054,2,662,"BUNCO, GRAND THEFT",1300 0344 1822 0359 1302,68,F,A,101.0,STREET,,,IC,Invest Cont,662.0,,,,3100 W  OLYMPIC                      BL,,34.0526,-118.3031
221005866,02/20/2022 12:00:00 AM,02/20/2022 12:00:00 AM,230,10,West Valley,1029,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0416 1414,52,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,6900    WOODLEY                      AV,,34.1961,-118.4837
232009623,04/29/2023 12:00:00 AM,02/25/2022 12:00:00 AM,1800,20,Olympic,2041,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1602,27,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,800    CRENSHAW                     BL,,34.0591,-118.3205
221718198,12/23/2022 12:00:00 AM,03/15/2022 12:00:00 AM,1930,17,Devonshire,1785,2,354,THEFT OF IDENTITY,1822 0930 0344,29,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9200    CREBS                        AV,,34.2373,-118.5442
220908794,05/05/2022 12:00:00 AM,05/03/2022 12:00:00 AM,1930,9,Van Nuys,914,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,KESTER                       AV,VANOWEN                      ST,34.1939,-118.4574
221223809,11/16/2022 12:00:00 AM,10/03/2022 12:00:00 AM,1335,12,77th Street,1241,2,354,THEFT OF IDENTITY,0100 0922,24,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6500 S  VICTORIA                     AV,,33.9806,-118.3323
211812800,06/29/2021 12:00:00 AM,06/14/2021 12:00:00 AM,1100,18,Southeast,1827,2,624,BATTERY - SIMPLE ASSAULT,0913 0603 0522 0361 0400,27,F,B,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9500    HOLMES                       AV,,33.9508,-118.2408
200617573,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,1815,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0401,28,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,6600 W  SUNSET                       BL,,34.098,-118.3335
211214704,06/28/2021 12:00:00 AM,06/27/2021 12:00:00 AM,1700,12,77th Street,1265,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,DENKER                       ST,84TH                         ST,33.9627,-118.3047
211516762,10/28/2021 12:00:00 AM,10/27/2021 12:00:00 AM,1830,15,N Hollywood,1532,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,63,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,12400    BURBANK                      BL,,34.1797,-118.4014
231004301,01/08/2023 12:00:00 AM,12/29/2022 12:00:00 AM,1945,10,West Valley,1015,2,860,BATTERY WITH SEXUAL CONTACT,0913 1817 0503 0510,63,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860.0,,,,WHITE OAK,SATICOY,34.2084,-118.5186
211000595,02/19/2021 12:00:00 AM,02/19/2021 12:00:00 AM,1552,10,West Valley,1008,1,330,BURGLARY FROM VEHICLE,1300 0358 1309 1822 1609 0344 1402,35,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,998.0,,,16700    ROSCOE                       BL,,34.2203,-118.4959
221312313,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,945,13,Newton,1361,1,330,BURGLARY FROM VEHICLE,0344 1612 1300 0329 1822,33,F,B,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,330.0,,,,4600 S  BROADWAY,,34.002,-118.2783
210316097,09/19/2021 12:00:00 AM,09/17/2021 12:00:00 AM,1119,3,Southwest,341,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,41,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,3600    KALSMAN                      DR,,34.0193,-118.3749
211107843,04/21/2021 12:00:00 AM,04/03/2021 12:00:00 AM,1,11,Northeast,1173,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,37,M,B,516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,AO,Adult Other,956.0,,,,2000    CERRO GORDO                  ST,,34.0924,-118.2533
201005265,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1023,10,West Valley,1011,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0421 0337 0213 0206,29,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,18900    SHERMAN                      WY,,34.2047,-118.5531
241509759,04/29/2024 12:00:00 AM,04/29/2024 12:00:00 AM,400,15,N Hollywood,1591,2,624,BATTERY - SIMPLE ASSAULT,2002 0446 1822 0344 0416,28,F,B,408.0,AUTO SUPPLY STORE*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4000    LAUREL CANYON                BL,,34.1325,-118.3974
220914345,09/27/2022 12:00:00 AM,09/27/2022 12:00:00 AM,2200,9,Van Nuys,915,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0319 0421 0913 2000 1813 2004 1419 1407,35,F,O,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,998.0,,,6900    TYRONE                       AV,,34.196,-118.4444
211212376,05/18/2021 12:00:00 AM,05/18/2021 12:00:00 AM,1325,12,77th Street,1243,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 0361 0445 0416 1240,26,M,H,101.0,STREET,304.0,CLUB/BAT,AA,Adult Arrest,230.0,998.0,,,7000    CIMARRON                     ST,,33.9763,-118.3159
200212096,07/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,1650,2,Rampart,261,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1817 2021 1202 0344,46,M,H,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,,,AO,Adult Other,440.0,,,,800 S  LAKE                         ST,,34.0567,-118.2815
200909451,05/08/2020 12:00:00 AM,05/01/2020 12:00:00 AM,1600,9,Van Nuys,991,1,330,BURGLARY FROM VEHICLE,1302 0344,52,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,3800    SHERVIEW                     DR,,34.1384,-118.4642
221313544,06/27/2022 12:00:00 AM,06/01/2022 12:00:00 AM,1201,13,Newton,1321,2,354,THEFT OF IDENTITY,1822 0100,30,M,B,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,200 E  25TH                         ST,,34.0253,-118.267
230512672,08/24/2023 12:00:00 AM,08/24/2023 12:00:00 AM,135,5,Harbor,589,2,354,THEFT OF IDENTITY,0377 0929,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,300 W  33RD                         ST,,33.7142,-118.2862
210109124,04/19/2021 12:00:00 AM,04/19/2021 12:00:00 AM,1600,1,Central,131,1,210,ROBBERY,1822 0337 0416 0429 0344,44,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,3RD,FIGUEROA,34.0569,-118.254
210117295,09/21/2021 12:00:00 AM,09/21/2021 12:00:00 AM,2020,1,Central,138,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1414 1609 0344,21,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,3RD                          ST,SAN PEDRO,34.0473,-118.2425
230108037,03/02/2023 12:00:00 AM,03/02/2023 12:00:00 AM,2147,1,Central,181,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1266,28,F,B,741.0,STAPLES CENTER *,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
202111495,07/11/2020 12:00:00 AM,07/10/2020 12:00:00 AM,1500,21,Topanga,2173,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,64,M,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,22800    OSTRONIC                     DR,,34.1666,-118.6277
210918238,12/31/2021 12:00:00 AM,12/08/2021 12:00:00 AM,1500,9,Van Nuys,932,1,330,BURGLARY FROM VEHICLE,0344,57,F,C,410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,IC,Invest Cont,330.0,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
200611770,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1945,6,Hollywood,638,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0913 1414,42,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308.0,STICK,AO,Adult Other,230.0,,,,1700    GARFIELD                     PL,,34.1017,-118.3107
211108767,05/20/2021 12:00:00 AM,05/19/2021 12:00:00 AM,2330,11,Northeast,1146,1,210,ROBBERY,1402 0907 0906 0916 0913 1218 1311 0337 0334 1816,39,M,H,101.0,STREET,102.0,HAND GUN,AO,Adult Other,210.0,998.0,,,FRUITDALE                    ST,RIVERSIDE                    DR,34.1022,-118.2455
231106332,03/02/2023 12:00:00 AM,03/02/2023 12:00:00 AM,45,11,Northeast,1133,2,888,TRESPASSING,0913 1501,66,M,O,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,888.0,,,,2900    FINCH                        ST,,34.1113,-118.2618
200813808,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,320,8,West LA,887,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,9600    OAKMORE                      RD,,34.0477,-118.3969
210510768,06/26/2021 12:00:00 AM,06/07/2021 12:00:00 AM,1657,5,Harbor,506,2,354,THEFT OF IDENTITY,0922 0930,38,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1300 W  219TH                        ST,,33.8292,-118.3016
201909479,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,30,19,Mission,1901,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,39,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,BALBOA,SILVER OAKS,34.321,-118.4883
211305531,02/05/2021 12:00:00 AM,01/28/2021 12:00:00 AM,1500,13,Newton,1317,1,310,BURGLARY,0344 1300 0329,46,M,W,108.0,PARKING LOT,,,IC,Invest Cont,310.0,,,,1500 E  WASHINGTON                   BL,,34.0214,-118.2452
231306246,02/13/2023 12:00:00 AM,02/13/2023 12:00:00 AM,1000,13,Newton,1313,1,352,PICKPOCKET,0344 0400 1822 1202,77,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,352.0,,,,CENTRAL                      AV,20TH                         ST,34.0237,-118.2512
221714175,09/29/2022 12:00:00 AM,09/29/2022 12:00:00 AM,1705,17,Devonshire,1791,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1300 0913 2000 1814 0408,22,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,8600    DE SOTO                      AV,,34.227,-118.5885
241410251,06/07/2024 12:00:00 AM,06/07/2024 12:00:00 AM,725,14,Pacific,1453,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,51,M,W,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,WASHINGTON                   BL,GLENCOE                      AV,33.992,-118.4448
230506110,02/27/2023 12:00:00 AM,02/27/2023 12:00:00 AM,2115,5,Harbor,513,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 0431 0432 0917 1278 1310 1202 1701,69,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,7TH                          ST,FRONT                        ST,33.7862,-118.2908
221609144,06/05/2022 12:00:00 AM,06/05/2022 12:00:00 AM,2100,16,Foothill,1641,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 1813,45,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,10300    OMELVENY                     AV,,34.2576,-118.4265
200204209,01/05/2020 12:00:00 AM,01/01/2020 12:00:00 AM,700,2,Rampart,219,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,27,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,800 E  EDGEWARE                     RD,,34.0689,-118.2532
201318949,10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2200,13,Newton,1362,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,48TH                         ST,AVALON                       BL,33.9998,-118.2652
200708384,04/18/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1500,7,Wilshire,784,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2400 S  SYCAMORE                     AV,,34.0351,-118.353
200117537,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,2104,1,Central,133,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609 1822,0,X,X,203.0,OTHER BUSINESS,212.0,BOTTLE,IC,Invest Cont,745.0,,,,200 S  BROADWAY,,34.0522,-118.2469
221316618,08/25/2022 12:00:00 AM,08/25/2022 12:00:00 AM,445,13,Newton,1309,1,520,VEHICLE - ATTEMPT STOLEN,0344,0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,520.0,,,,1200 S  SANTA FE                     AV,,34.0296,-118.23
231515431,09/28/2023 12:00:00 AM,09/27/2023 12:00:00 AM,2200,15,N Hollywood,1525,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101.0,STREET,,,IC,Invest Cont,341.0,,,,KITTRIDGE,BEN,34.1903,-118.3943
221113818,09/13/2022 12:00:00 AM,09/11/2022 12:00:00 AM,1800,11,Northeast,1107,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6000    LA PRADA                     ST,,34.1249,-118.1884
211305615,02/07/2021 12:00:00 AM,02/06/2021 12:00:00 AM,2300,13,Newton,1354,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,41ST                         PL,MAIN                         ST,34.0082,-118.274
201708245,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,550,17,Devonshire,1705,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913 1814,31,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,17000    LISETTE                      ST,,34.313,-118.5202
201508481,04/07/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1200,15,N Hollywood,1589,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3600    BARHAM                       BL,,34.1362,-118.342
201807054,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1415,18,Southeast,1861,2,434,FALSE IMPRISONMENT,2000 1814 0914 0432,38,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,434.0,,,,11800 S  FIGUEROA                     ST,,33.9274,-118.2871
231505181,01/30/2023 12:00:00 AM,01/30/2023 12:00:00 AM,1800,15,N Hollywood,1529,1,310,BURGLARY,0344,59,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,6300    CLEON                        AV,,34.1854,-118.3681
201708408,04/22/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1830,17,Devonshire,1792,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,AA,Adult Arrest,420.0,,,,TAMPA,PARTHENIA,34.2282,-118.5535
211507745,04/07/2021 12:00:00 AM,04/06/2021 12:00:00 AM,1930,15,N Hollywood,1535,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5900    TROOST                       AV,,34.1776,-118.3866
